ID,ECLO
ACCIDENT_39906,4.164865
ACCIDENT_39907,4.22445
ACCIDENT_39908,4.206168
ACCIDENT_39909,4.0363727
ACCIDENT_39910,4.1554966
ACCIDENT_39911,4.0301566
ACCIDENT_39912,4.0014167
ACCIDENT_39913,4.035964
ACCIDENT_39914,3.9093125
ACCIDENT_39915,3.828234
ACCIDENT_39916,3.9949155
ACCIDENT_39917,3.7131298
ACCIDENT_39918,4.418297
ACCIDENT_39919,4.081246
ACCIDENT_39920,4.12819
ACCIDENT_39921,4.150918
ACCIDENT_39922,4.146862
ACCIDENT_39923,3.5747757
ACCIDENT_39924,4.141958
ACCIDENT_39925,4.4291296
ACCIDENT_39926,4.411496
ACCIDENT_39927,3.7205284
ACCIDENT_39928,4.7941694
ACCIDENT_39929,3.956487
ACCIDENT_39930,4.1960015
ACCIDENT_39931,3.995726
ACCIDENT_39932,4.169167
ACCIDENT_39933,3.9389858
ACCIDENT_39934,4.0127206
ACCIDENT_39935,3.990512
ACCIDENT_39936,4.210164
ACCIDENT_39937,3.989525
ACCIDENT_39938,3.8995802
ACCIDENT_39939,3.48682
ACCIDENT_39940,4.0327396
ACCIDENT_39941,4.0554194
ACCIDENT_39942,3.159938
ACCIDENT_39943,4.1113973
ACCIDENT_39944,4.1519423
ACCIDENT_39945,3.5032632
ACCIDENT_39946,4.7517004
ACCIDENT_39947,4.0495176
ACCIDENT_39948,4.1693606
ACCIDENT_39949,4.063575
ACCIDENT_39950,4.1529946
ACCIDENT_39951,4.0572124
ACCIDENT_39952,4.2178054
ACCIDENT_39953,4.048426
ACCIDENT_39954,4.5008526
ACCIDENT_39955,4.192071
ACCIDENT_39956,4.2380133
ACCIDENT_39957,3.8495677
ACCIDENT_39958,3.9883513
ACCIDENT_39959,3.9983678
ACCIDENT_39960,4.175622
ACCIDENT_39961,4.2140007
ACCIDENT_39962,4.372265
ACCIDENT_39963,4.1508183
ACCIDENT_39964,4.440639
ACCIDENT_39965,4.2424555
ACCIDENT_39966,3.4963593
ACCIDENT_39967,4.1740503
ACCIDENT_39968,4.273636
ACCIDENT_39969,3.8985116
ACCIDENT_39970,4.1275587
ACCIDENT_39971,3.973793
ACCIDENT_39972,3.835674
ACCIDENT_39973,3.4240696
ACCIDENT_39974,4.2940755
ACCIDENT_39975,4.0526757
ACCIDENT_39976,3.8204165
ACCIDENT_39977,4.132586
ACCIDENT_39978,4.000285
ACCIDENT_39979,4.1134396
ACCIDENT_39980,3.9260411
ACCIDENT_39981,3.667196
ACCIDENT_39982,4.165573
ACCIDENT_39983,3.328242
ACCIDENT_39984,3.898022
ACCIDENT_39985,3.7797163
ACCIDENT_39986,4.190775
ACCIDENT_39987,4.021426
ACCIDENT_39988,3.9217997
ACCIDENT_39989,3.998158
ACCIDENT_39990,3.9026546
ACCIDENT_39991,4.2160816
ACCIDENT_39992,3.7368436
ACCIDENT_39993,4.1019964
ACCIDENT_39994,4.194483
ACCIDENT_39995,4.0993896
ACCIDENT_39996,4.1857824
ACCIDENT_39997,4.0415487
ACCIDENT_39998,2.9823859
ACCIDENT_39999,4.117678
ACCIDENT_40000,4.5577106
ACCIDENT_40001,4.352692
ACCIDENT_40002,4.1852036
ACCIDENT_40003,4.1894884
ACCIDENT_40004,3.6360908
ACCIDENT_40005,4.7779174
ACCIDENT_40006,4.380354
ACCIDENT_40007,5.2367253
ACCIDENT_40008,4.712744
ACCIDENT_40009,4.2887173
ACCIDENT_40010,4.3197465
ACCIDENT_40011,4.323024
ACCIDENT_40012,3.7723682
ACCIDENT_40013,4.301123
ACCIDENT_40014,4.0845647
ACCIDENT_40015,4.2790575
ACCIDENT_40016,4.0077415
ACCIDENT_40017,4.2752914
ACCIDENT_40018,3.2482274
ACCIDENT_40019,4.360572
ACCIDENT_40020,4.8899045
ACCIDENT_40021,4.313728
ACCIDENT_40022,3.6064394
ACCIDENT_40023,4.3693705
ACCIDENT_40024,4.2998347
ACCIDENT_40025,4.1757417
ACCIDENT_40026,4.0604467
ACCIDENT_40027,4.3292575
ACCIDENT_40028,3.902384
ACCIDENT_40029,4.3324685
ACCIDENT_40030,4.3947377
ACCIDENT_40031,4.8035755
ACCIDENT_40032,4.204111
ACCIDENT_40033,4.46717
ACCIDENT_40034,4.199538
ACCIDENT_40035,4.4192076
ACCIDENT_40036,4.413974
ACCIDENT_40037,3.1780164
ACCIDENT_40038,3.797508
ACCIDENT_40039,4.62856
ACCIDENT_40040,4.349975
ACCIDENT_40041,4.195628
ACCIDENT_40042,4.5528097
ACCIDENT_40043,4.2671714
ACCIDENT_40044,4.1825433
ACCIDENT_40045,3.8708608
ACCIDENT_40046,4.5093126
ACCIDENT_40047,4.3610606
ACCIDENT_40048,4.4106145
ACCIDENT_40049,4.4010124
ACCIDENT_40050,3.5144808
ACCIDENT_40051,4.5545626
ACCIDENT_40052,4.594946
ACCIDENT_40053,4.7871385
ACCIDENT_40054,4.493023
ACCIDENT_40055,3.7371156
ACCIDENT_40056,4.2285914
ACCIDENT_40057,3.3440304
ACCIDENT_40058,4.2346544
ACCIDENT_40059,4.3407893
ACCIDENT_40060,4.341286
ACCIDENT_40061,4.066059
ACCIDENT_40062,4.323204
ACCIDENT_40063,4.214521
ACCIDENT_40064,4.089791
ACCIDENT_40065,4.060351
ACCIDENT_40066,4.1142173
ACCIDENT_40067,4.2274466
ACCIDENT_40068,3.9977283
ACCIDENT_40069,4.3324995
ACCIDENT_40070,3.1739063
ACCIDENT_40071,4.125506
ACCIDENT_40072,4.142756
ACCIDENT_40073,3.9585023
ACCIDENT_40074,3.3421192
ACCIDENT_40075,4.4120975
ACCIDENT_40076,4.069701
ACCIDENT_40077,4.1623173
ACCIDENT_40078,4.303528
ACCIDENT_40079,4.1493793
ACCIDENT_40080,4.0086617
ACCIDENT_40081,3.8222022
ACCIDENT_40082,4.048983
ACCIDENT_40083,4.1965256
ACCIDENT_40084,4.2037234
ACCIDENT_40085,4.2844167
ACCIDENT_40086,5.0307293
ACCIDENT_40087,4.3945756
ACCIDENT_40088,4.096113
ACCIDENT_40089,4.072375
ACCIDENT_40090,4.0047255
ACCIDENT_40091,2.9348335
ACCIDENT_40092,3.9781394
ACCIDENT_40093,4.1585603
ACCIDENT_40094,4.04373
ACCIDENT_40095,3.993935
ACCIDENT_40096,4.009464
ACCIDENT_40097,3.732609
ACCIDENT_40098,3.8796139
ACCIDENT_40099,3.3938732
ACCIDENT_40100,3.7031841
ACCIDENT_40101,4.3205614
ACCIDENT_40102,3.8902948
ACCIDENT_40103,3.782009
ACCIDENT_40104,3.2365077
ACCIDENT_40105,3.8664124
ACCIDENT_40106,4.1113186
ACCIDENT_40107,3.8138142
ACCIDENT_40108,3.6071286
ACCIDENT_40109,3.8355389
ACCIDENT_40110,4.3639283
ACCIDENT_40111,3.036015
ACCIDENT_40112,4.0459557
ACCIDENT_40113,4.4203844
ACCIDENT_40114,4.3443484
ACCIDENT_40115,4.3366075
ACCIDENT_40116,4.0278816
ACCIDENT_40117,4.305631
ACCIDENT_40118,4.0514264
ACCIDENT_40119,4.0600524
ACCIDENT_40120,3.0988219
ACCIDENT_40121,4.1543245
ACCIDENT_40122,4.0455246
ACCIDENT_40123,4.465912
ACCIDENT_40124,3.910041
ACCIDENT_40125,4.199053
ACCIDENT_40126,3.9753118
ACCIDENT_40127,3.9493935
ACCIDENT_40128,4.0495744
ACCIDENT_40129,3.9605577
ACCIDENT_40130,4.046965
ACCIDENT_40131,4.1611867
ACCIDENT_40132,3.7238145
ACCIDENT_40133,4.042651
ACCIDENT_40134,3.433152
ACCIDENT_40135,3.6784837
ACCIDENT_40136,4.2271404
ACCIDENT_40137,4.2699866
ACCIDENT_40138,4.077977
ACCIDENT_40139,3.5583956
ACCIDENT_40140,4.162015
ACCIDENT_40141,4.353337
ACCIDENT_40142,3.926133
ACCIDENT_40143,4.2454286
ACCIDENT_40144,4.064395
ACCIDENT_40145,3.9343574
ACCIDENT_40146,3.1504304
ACCIDENT_40147,3.4983819
ACCIDENT_40148,4.129207
ACCIDENT_40149,4.535198
ACCIDENT_40150,4.679047
ACCIDENT_40151,4.575519
ACCIDENT_40152,3.5003316
ACCIDENT_40153,3.8710737
ACCIDENT_40154,3.9834485
ACCIDENT_40155,3.998663
ACCIDENT_40156,3.657357
ACCIDENT_40157,4.0561833
ACCIDENT_40158,3.9361324
ACCIDENT_40159,3.6281052
ACCIDENT_40160,3.5937262
ACCIDENT_40161,3.7715294
ACCIDENT_40162,4.2878113
ACCIDENT_40163,4.1593294
ACCIDENT_40164,4.0793147
ACCIDENT_40165,4.0487285
ACCIDENT_40166,4.160875
ACCIDENT_40167,4.165919
ACCIDENT_40168,3.146674
ACCIDENT_40169,3.99757
ACCIDENT_40170,4.1112623
ACCIDENT_40171,3.9831748
ACCIDENT_40172,4.265986
ACCIDENT_40173,4.031896
ACCIDENT_40174,4.308925
ACCIDENT_40175,3.0940373
ACCIDENT_40176,4.2775087
ACCIDENT_40177,3.2451038
ACCIDENT_40178,3.6047354
ACCIDENT_40179,3.9008403
ACCIDENT_40180,4.056358
ACCIDENT_40181,4.086671
ACCIDENT_40182,3.9639516
ACCIDENT_40183,4.2621665
ACCIDENT_40184,3.6640701
ACCIDENT_40185,3.3528838
ACCIDENT_40186,4.081305
ACCIDENT_40187,3.6722422
ACCIDENT_40188,3.9477437
ACCIDENT_40189,3.9618587
ACCIDENT_40190,3.9936173
ACCIDENT_40191,3.409438
ACCIDENT_40192,3.9491825
ACCIDENT_40193,4.0279264
ACCIDENT_40194,4.147968
ACCIDENT_40195,4.133648
ACCIDENT_40196,4.0036364
ACCIDENT_40197,3.3380992
ACCIDENT_40198,3.4738564
ACCIDENT_40199,4.484366
ACCIDENT_40200,3.8908393
ACCIDENT_40201,4.235851
ACCIDENT_40202,4.0861816
ACCIDENT_40203,4.1934667
ACCIDENT_40204,4.0537534
ACCIDENT_40205,3.9792044
ACCIDENT_40206,4.0057316
ACCIDENT_40207,3.762726
ACCIDENT_40208,3.5723085
ACCIDENT_40209,3.3000255
ACCIDENT_40210,3.8958213
ACCIDENT_40211,3.921661
ACCIDENT_40212,3.832274
ACCIDENT_40213,4.1323066
ACCIDENT_40214,4.080534
ACCIDENT_40215,4.035941
ACCIDENT_40216,4.012283
ACCIDENT_40217,3.0610092
ACCIDENT_40218,4.2817945
ACCIDENT_40219,4.6767325
ACCIDENT_40220,4.0163937
ACCIDENT_40221,4.174394
ACCIDENT_40222,4.604472
ACCIDENT_40223,4.492098
ACCIDENT_40224,4.6047363
ACCIDENT_40225,4.421395
ACCIDENT_40226,4.675912
ACCIDENT_40227,4.495094
ACCIDENT_40228,4.0658674
ACCIDENT_40229,4.202626
ACCIDENT_40230,4.5377
ACCIDENT_40231,4.486693
ACCIDENT_40232,4.2302623
ACCIDENT_40233,4.6118164
ACCIDENT_40234,4.5210724
ACCIDENT_40235,4.4342527
ACCIDENT_40236,4.021249
ACCIDENT_40237,4.2852774
ACCIDENT_40238,4.184521
ACCIDENT_40239,4.667906
ACCIDENT_40240,4.2206907
ACCIDENT_40241,4.4621325
ACCIDENT_40242,4.1468725
ACCIDENT_40243,4.234928
ACCIDENT_40244,4.4309983
ACCIDENT_40245,4.3850493
ACCIDENT_40246,4.4718056
ACCIDENT_40247,4.477989
ACCIDENT_40248,3.3625238
ACCIDENT_40249,4.6318336
ACCIDENT_40250,4.5339084
ACCIDENT_40251,4.4153595
ACCIDENT_40252,4.6433387
ACCIDENT_40253,4.7615147
ACCIDENT_40254,3.2190368
ACCIDENT_40255,3.855103
ACCIDENT_40256,4.5298066
ACCIDENT_40257,4.1210012
ACCIDENT_40258,4.4714704
ACCIDENT_40259,4.5764008
ACCIDENT_40260,4.4714556
ACCIDENT_40261,4.5638647
ACCIDENT_40262,4.4027667
ACCIDENT_40263,4.796915
ACCIDENT_40264,4.487395
ACCIDENT_40265,4.828702
ACCIDENT_40266,4.7390656
ACCIDENT_40267,4.4080205
ACCIDENT_40268,4.5050306
ACCIDENT_40269,4.5827312
ACCIDENT_40270,5.2033567
ACCIDENT_40271,5.2137823
ACCIDENT_40272,3.7390018
ACCIDENT_40273,3.7603965
ACCIDENT_40274,3.8433442
ACCIDENT_40275,4.2537794
ACCIDENT_40276,4.1941695
ACCIDENT_40277,3.8786774
ACCIDENT_40278,3.787096
ACCIDENT_40279,4.1510444
ACCIDENT_40280,4.3472533
ACCIDENT_40281,4.1541605
ACCIDENT_40282,4.419254
ACCIDENT_40283,4.326865
ACCIDENT_40284,4.2314925
ACCIDENT_40285,4.22401
ACCIDENT_40286,4.2529283
ACCIDENT_40287,4.1676373
ACCIDENT_40288,4.550453
ACCIDENT_40289,4.2874055
ACCIDENT_40290,3.7300797
ACCIDENT_40291,4.2340965
ACCIDENT_40292,4.244901
ACCIDENT_40293,4.057659
ACCIDENT_40294,3.5972133
ACCIDENT_40295,4.1713705
ACCIDENT_40296,4.7978754
ACCIDENT_40297,4.324685
ACCIDENT_40298,4.2145185
ACCIDENT_40299,4.1628313
ACCIDENT_40300,3.0666835
ACCIDENT_40301,4.0044694
ACCIDENT_40302,3.2682338
ACCIDENT_40303,3.2263896
ACCIDENT_40304,4.293413
ACCIDENT_40305,4.4093504
ACCIDENT_40306,3.118114
ACCIDENT_40307,3.9086242
ACCIDENT_40308,3.887339
ACCIDENT_40309,4.353207
ACCIDENT_40310,3.6171932
ACCIDENT_40311,4.298426
ACCIDENT_40312,4.2490864
ACCIDENT_40313,4.18209
ACCIDENT_40314,2.8888824
ACCIDENT_40315,4.2459707
ACCIDENT_40316,4.0374093
ACCIDENT_40317,4.308049
ACCIDENT_40318,3.3753395
ACCIDENT_40319,4.2661376
ACCIDENT_40320,4.364549
ACCIDENT_40321,4.10143
ACCIDENT_40322,4.517354
ACCIDENT_40323,4.3736124
ACCIDENT_40324,4.568861
ACCIDENT_40325,3.4582787
ACCIDENT_40326,4.1879687
ACCIDENT_40327,4.048633
ACCIDENT_40328,4.0460005
ACCIDENT_40329,4.2865553
ACCIDENT_40330,4.1625814
ACCIDENT_40331,4.142744
ACCIDENT_40332,4.18142
ACCIDENT_40333,4.1188703
ACCIDENT_40334,3.9553578
ACCIDENT_40335,4.113536
ACCIDENT_40336,3.6717803
ACCIDENT_40337,4.1171446
ACCIDENT_40338,4.047834
ACCIDENT_40339,4.240436
ACCIDENT_40340,4.052891
ACCIDENT_40341,3.9591105
ACCIDENT_40342,4.031752
ACCIDENT_40343,4.325496
ACCIDENT_40344,4.622925
ACCIDENT_40345,4.344841
ACCIDENT_40346,4.2782264
ACCIDENT_40347,4.352663
ACCIDENT_40348,4.084368
ACCIDENT_40349,4.366264
ACCIDENT_40350,3.8441973
ACCIDENT_40351,4.1014957
ACCIDENT_40352,3.9108548
ACCIDENT_40353,3.8295834
ACCIDENT_40354,4.1023827
ACCIDENT_40355,4.4314103
ACCIDENT_40356,4.1356707
ACCIDENT_40357,4.213627
ACCIDENT_40358,3.8383734
ACCIDENT_40359,3.9916475
ACCIDENT_40360,4.152154
ACCIDENT_40361,3.7731574
ACCIDENT_40362,3.9630413
ACCIDENT_40363,3.8875444
ACCIDENT_40364,5.946449
ACCIDENT_40365,4.071359
ACCIDENT_40366,4.2769694
ACCIDENT_40367,4.2769694
ACCIDENT_40368,3.9868858
ACCIDENT_40369,3.562167
ACCIDENT_40370,4.1038995
ACCIDENT_40371,4.0216002
ACCIDENT_40372,3.9534957
ACCIDENT_40373,4.00569
ACCIDENT_40374,4.020426
ACCIDENT_40375,3.3232596
ACCIDENT_40376,3.7187645
ACCIDENT_40377,3.241101
ACCIDENT_40378,4.006828
ACCIDENT_40379,3.281402
ACCIDENT_40380,4.2220078
ACCIDENT_40381,3.960341
ACCIDENT_40382,4.143262
ACCIDENT_40383,4.170624
ACCIDENT_40384,4.4252276
ACCIDENT_40385,4.4038887
ACCIDENT_40386,4.0870194
ACCIDENT_40387,4.2865057
ACCIDENT_40388,3.5438402
ACCIDENT_40389,4.429063
ACCIDENT_40390,4.269055
ACCIDENT_40391,4.356076
ACCIDENT_40392,4.09025
ACCIDENT_40393,3.7344308
ACCIDENT_40394,3.5043027
ACCIDENT_40395,4.1689706
ACCIDENT_40396,4.0833426
ACCIDENT_40397,3.7786934
ACCIDENT_40398,4.2159624
ACCIDENT_40399,3.9842582
ACCIDENT_40400,3.399769
ACCIDENT_40401,4.012494
ACCIDENT_40402,4.2127595
ACCIDENT_40403,3.9711118
ACCIDENT_40404,4.195286
ACCIDENT_40405,3.7560089
ACCIDENT_40406,3.3007896
ACCIDENT_40407,3.9982512
ACCIDENT_40408,4.074635
ACCIDENT_40409,3.3322353
ACCIDENT_40410,3.9229527
ACCIDENT_40411,4.1509876
ACCIDENT_40412,4.0014234
ACCIDENT_40413,4.0882516
ACCIDENT_40414,3.894844
ACCIDENT_40415,4.180848
ACCIDENT_40416,4.1803885
ACCIDENT_40417,4.1039305
ACCIDENT_40418,3.4107344
ACCIDENT_40419,4.273803
ACCIDENT_40420,3.592762
ACCIDENT_40421,4.1613708
ACCIDENT_40422,4.1966
ACCIDENT_40423,4.259819
ACCIDENT_40424,4.2011595
ACCIDENT_40425,3.89328
ACCIDENT_40426,4.1717277
ACCIDENT_40427,4.3744454
ACCIDENT_40428,4.1809087
ACCIDENT_40429,4.2759566
ACCIDENT_40430,4.083118
ACCIDENT_40431,4.253159
ACCIDENT_40432,4.040403
ACCIDENT_40433,4.5147376
ACCIDENT_40434,4.1869106
ACCIDENT_40435,3.6063566
ACCIDENT_40436,4.3709316
ACCIDENT_40437,4.1288166
ACCIDENT_40438,4.632993
ACCIDENT_40439,4.479886
ACCIDENT_40440,4.71968
ACCIDENT_40441,4.4140635
ACCIDENT_40442,4.630032
ACCIDENT_40443,4.6234527
ACCIDENT_40444,3.7911797
ACCIDENT_40445,3.6483717
ACCIDENT_40446,4.4114027
ACCIDENT_40447,4.4305205
ACCIDENT_40448,3.0632756
ACCIDENT_40449,4.5476546
